Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2025-08-01,Pull Day,Single arm lat pulldown,1,8,100,,Single Arm Lat Pulldown,Single Arm Lat Pulldown
2025-08-01,Pull Day,Single arm lat pulldown,2,8,105,,Single Arm Lat Pulldown,Single Arm Lat Pulldown
2025-08-02,Shoulders/Arms,Cable Biceps Preacher Curl,1,8,65,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-02,Shoulders/Arms,Cable Biceps Preacher Curl,2,8,70,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-02,Shoulders/Arms,Cable Biceps Preacher Curl,3,8,75,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-02,Shoulders/Arms,Cable lateral raise (with wrist strap),1,8,20,,Cable Lateral Raise,Cable Lateral Raise
2025-08-02,Shoulders/Arms,Cable lateral raise (with wrist strap),2,8,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-02,Shoulders/Arms,Cable rotation,1,12,50,,Cable Rotation,Cable Rotation
2025-08-02,Shoulders/Arms,Cable rotation,2,12,55,,Cable Rotation,Cable Rotation
2025-08-02,Shoulders/Arms,Cable rotation,3,12,60,,Cable Rotation,Cable Rotation
2025-08-02,Shoulders/Arms,Incline machine chest press (captioned),1,10,135,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-02,Shoulders/Arms,Machine Rear Delt Fly,1,12,40,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-02,Shoulders/Arms,Machine Rear Delt Fly,2,12,45,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-02,Shoulders/Arms,Machine Rear Delt Fly,3,12,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-02,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-02,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,8,20,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-02,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,8,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-02,Shoulders/Arms,Smith machine shoulder press,1,8,130,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-02,Shoulders/Arms,Smith machine shoulder press,2,8,135,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-02,Shoulders/Arms,Smith machine shoulder press,3,8,140,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-02,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-02,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-04,Legs 1,Dumbbell Split Squat using squat rack setup,1,8,40,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-04,Legs 1,Dumbbell Split Squat using squat rack setup,2,8,45,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-04,Legs 1,Pendulum Squat,1,8,150,,Pendulum Squat,Pendulum Squat
2025-08-04,Legs 1,Pendulum Squat,2,8,155,,Pendulum Squat,Pendulum Squat
2025-08-04,Legs 1,Pendulum Squat,3,8,160,,Pendulum Squat,Pendulum Squat
2025-08-04,Legs 1,Plate Loaded Leg Press (45 degree),1,12,320,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-04,Legs 1,Plate Loaded Leg Press (45 degree),2,12,325,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-04,Legs 1,Single Arm KB walk (obliques),1,10,75,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-04,Legs 1,Single Arm KB walk (obliques),2,10,80,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-04,Legs 1,Single Arm KB walk (obliques),3,10,85,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-04,Legs 1,Single Leg Extension,1,6,90,,Single Leg Extension,Single Leg Extension
2025-08-04,Legs 1,Single Leg Extension,2,8,70,,Single Leg Extension,Single Leg Extension
2025-08-04,Legs 1,Single Leg Extension,3,8,75,,Single Leg Extension,Single Leg Extension
2025-08-04,Legs 1,Single leg hamstring curl,1,10,35,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-04,Legs 1,Single leg hamstring curl,2,10,40,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-04,Legs 1,Single leg hamstring curl,3,10,45,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-04,Legs 1,Single Leg RDL,1,12,75,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-04,Legs 1,Single Leg RDL,2,12,80,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-04,Legs 1,Smith machine calf-raise,1,12,250,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-04,Legs 1,Smith machine calf-raise,2,12,255,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-04,Legs 1,Smith machine calf-raise,3,12,260,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-05,Push,Cable crunch,1,15,80,,Cable Crunch,Cable Crunch
2025-08-05,Push,Cable crunch,2,15,85,,Cable Crunch,Cable Crunch
2025-08-05,Push,Cable crunch,3,15,90,,Cable Crunch,Cable Crunch
2025-08-05,Push,Chest Dips,1,8,30,,Chest Dips,Chest Dips
2025-08-05,Push,Chest Dips,2,8,30,,Chest Dips,Chest Dips
2025-08-05,Push,Egyptian Lateral Raise,1,12,15,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-05,Push,Egyptian Lateral Raise,2,12,20,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-05,Push,Egyptian Lateral Raise,3,12,20,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-05,Push,Incline Smith Machine Bench,1,6,145,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-05,Push,Incline Smith Machine Bench,2,6,150,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-05,Push,Incline Smith Machine Bench,3,6,155,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-05,Push,Machine Chest Press,1,9,135,,Machine Chest Press,Machine Chest Press
2025-08-05,Push,Machine Chest Press,2,9,140,,Machine Chest Press,Machine Chest Press
2025-08-05,Push,Machine Chest Press,3,9,145,,Machine Chest Press,Machine Chest Press
2025-08-05,Push,Seated Chest Fly (Advanced),1,10,20,,Seated Chest Fly,Seated Chest Fly
2025-08-05,Push,Seated Chest Fly (Advanced),2,10,25,,Seated Chest Fly,Seated Chest Fly
2025-08-05,Push,Seated Chest Fly (Advanced),3,10,30,,Seated Chest Fly,Seated Chest Fly
2025-08-05,Push,Tricep Doubld Rope Pushdown,1,10,30,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-05,Push,Tricep Doubld Rope Pushdown,2,10,35,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-05,Push,Tricep Doubld Rope Pushdown,3,10,40,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-05,Push,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-05,Push,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-07,Leg Day 2,Belt Squat RDL,1,8,170,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-07,Leg Day 2,Belt Squat RDL,2,8,180,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-07,Leg Day 2,Belt Squat RDL,3,8,190,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-07,Leg Day 2,Cable crunch,1,15,85,,Cable Crunch,Cable Crunch
2025-08-07,Leg Day 2,Cable crunch,2,15,90,,Cable Crunch,Cable Crunch
2025-08-07,Leg Day 2,Cable crunch,3,15,95,,Cable Crunch,Cable Crunch
2025-08-07,Leg Day 2,Glute biased extension,1,8,245,,Glute Biased Extension,Glute Biased Extension
2025-08-07,Leg Day 2,Glute biased extension,2,8,260,,Glute Biased Extension,Glute Biased Extension
2025-08-07,Leg Day 2,Glute biased extension,3,8,275,,Glute Biased Extension,Glute Biased Extension
2025-08-07,Leg Day 2,Hip ADDuction,1,10,75,,Hip Adduction,Hip Adduction
2025-08-07,Leg Day 2,Hip ADDuction,2,10,80,,Hip Adduction,Hip Adduction
2025-08-07,Leg Day 2,Hip ADDuction,3,10,85,,Hip Adduction,Hip Adduction
2025-08-07,Leg Day 2,Hip Thrust,1,8,225,,Hip Thrust,Hip Thrust
2025-08-07,Leg Day 2,Hip Thrust,2,8,230,,Hip Thrust,Hip Thrust
2025-08-07,Leg Day 2,Hip Thrust,3,8,235,,Hip Thrust,Hip Thrust
2025-08-07,Leg Day 2,Leg extension,1,9,135,,Leg Extension,Leg Extension
2025-08-07,Leg Day 2,Leg extension,2,9,140,,Leg Extension,Leg Extension
2025-08-07,Leg Day 2,Machine Calf Raise (Gastroc),1,15,345,,Machine Calf Raise,Machine Calf Raise
2025-08-07,Leg Day 2,Machine Calf Raise (Gastroc),2,15,350,,Machine Calf Raise,Machine Calf Raise
2025-08-07,Leg Day 2,Machine Calf Raise (Gastroc),3,15,355,,Machine Calf Raise,Machine Calf Raise
2025-08-07,Leg Day 2,Machine Hip Abduction (single leg),1,10,95,,Machine Hip Abduction,Machine Hip Abduction
2025-08-07,Leg Day 2,Machine Hip Abduction (single leg),2,10,100,,Machine Hip Abduction,Machine Hip Abduction
2025-08-07,Leg Day 2,Machine Hip Abduction (single leg),3,10,105,,Machine Hip Abduction,Machine Hip Abduction
2025-08-07,Leg Day 2,Seated hamstring curl,1,10,105,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-07,Leg Day 2,Seated hamstring curl,2,10,110,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-08,Pull Day,Bayesian Biceps cable curl,1,10,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-08,Pull Day,Bayesian Biceps cable curl,2,10,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-08,Pull Day,Bench supported Hi-Lo Cable Row,1,10,50,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-08,Pull Day,Bench supported Hi-Lo Cable Row,2,10,55,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-08,Pull Day,Bench supported Hi-Lo Cable Row,3,10,60,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-08,Pull Day,DB Hammer curls,1,6,60,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-08,Pull Day,DB Hammer curls,2,6,65,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-08,Pull Day,Overhand row (captioned),1,8,215,,Overhand Row,Overhand Row
2025-08-08,Pull Day,Overhand row (captioned),2,8,220,,Overhand Row,Overhand Row
2025-08-08,Pull Day,Overhand row (captioned),3,8,225,,Overhand Row,Overhand Row
2025-08-08,Pull Day,Rear delt cable fly,1,12,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-08,Pull Day,Rear delt cable fly,2,12,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-08,Pull Day,Side Crunch (on Roman Chair),1,10,80,,Side Crunch,Side Crunch
2025-08-08,Pull Day,Side Crunch (on Roman Chair),2,10,85,,Side Crunch,Side Crunch
2025-08-08,Pull Day,Side Crunch (on Roman Chair),3,10,90,,Side Crunch,Side Crunch
2025-08-08,Pull Day,Single arm lat pulldown,1,10,120,,Single Arm Lat Pulldown,Single Arm Lat Pulldown
2025-08-08,Pull Day,Single arm lat pulldown,2,10,125,,Single Arm Lat Pulldown,Single Arm Lat Pulldown
2025-08-10,Shoulders/Arms,Cable Biceps Preacher Curl,1,6,80,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-10,Shoulders/Arms,Cable Biceps Preacher Curl,2,6,85,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-10,Shoulders/Arms,Cable Biceps Preacher Curl,3,6,90,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-10,Shoulders/Arms,Cable lateral raise (with wrist strap),1,10,20,,Cable Lateral Raise,Cable Lateral Raise
2025-08-10,Shoulders/Arms,Cable lateral raise (with wrist strap),2,10,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-10,Shoulders/Arms,Cable rotation,1,10,55,,Cable Rotation,Cable Rotation
2025-08-10,Shoulders/Arms,Cable rotation,2,10,55,,Cable Rotation,Cable Rotation
2025-08-10,Shoulders/Arms,Cable rotation,3,10,60,,Cable Rotation,Cable Rotation
2025-08-10,Shoulders/Arms,Incline machine chest press (captioned),1,8,140,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-10,Shoulders/Arms,Incline machine chest press (captioned),2,8,140,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-10,Shoulders/Arms,Machine Rear Delt Fly,1,10,45,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-10,Shoulders/Arms,Machine Rear Delt Fly,2,10,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-10,Shoulders/Arms,Machine Rear Delt Fly,3,10,55,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-10,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,15,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-10,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,8,20,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-10,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,8,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-10,Shoulders/Arms,Smith machine shoulder press,1,6,140,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-10,Shoulders/Arms,Smith machine shoulder press,2,6,145,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-10,Shoulders/Arms,Smith machine shoulder press,3,6,150,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-10,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-10,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-11,Legs 1,Dumbbell Split Squat using squat rack setup,1,6,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-11,Legs 1,Dumbbell Split Squat using squat rack setup,2,6,55,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-11,Legs 1,Pendulum Squat,1,6,155,,Pendulum Squat,Pendulum Squat
2025-08-11,Legs 1,Pendulum Squat,2,6,160,,Pendulum Squat,Pendulum Squat
2025-08-11,Legs 1,Pendulum Squat,3,6,165,,Pendulum Squat,Pendulum Squat
2025-08-11,Legs 1,Plate Loaded Leg Press (45 degree),1,12,325,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-11,Legs 1,Plate Loaded Leg Press (45 degree),2,12,330,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-11,Legs 1,Single Arm KB walk (obliques),1,10,85,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-11,Legs 1,Single Arm KB walk (obliques),2,10,90,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-11,Legs 1,Single Arm KB walk (obliques),3,10,90,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-11,Legs 1,Single Leg Extension,1,8,70,,Single Leg Extension,Single Leg Extension
2025-08-11,Legs 1,Single Leg Extension,2,8,75,,Single Leg Extension,Single Leg Extension
2025-08-11,Legs 1,Single Leg Extension,3,6,80,,Single Leg Extension,Single Leg Extension
2025-08-11,Legs 1,Single leg hamstring curl,1,8,40,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-11,Legs 1,Single leg hamstring curl,2,8,45,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-11,Legs 1,Single leg hamstring curl,3,8,50,,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-08-11,Legs 1,Single Leg RDL,1,12,80,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-11,Legs 1,Single Leg RDL,2,12,85,,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-08-11,Legs 1,Smith machine calf-raise,1,12,255,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-11,Legs 1,Smith machine calf-raise,2,12,260,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-11,Legs 1,Smith machine calf-raise,3,12,265,,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-08-12,Push,Cable crunch,1,15,70,,Cable Crunch,Cable Crunch
2025-08-12,Push,Cable crunch,2,15,75,,Cable Crunch,Cable Crunch
2025-08-12,Push,Cable crunch,3,15,80,,Cable Crunch,Cable Crunch
2025-08-12,Push,Chest Dips,1,6,30,,Chest Dips,Chest Dips
2025-08-12,Push,Chest Dips,2,6,15,,Chest Dips,Chest Dips
2025-08-12,Push,Egyptian Lateral Raise,1,10,20,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-12,Push,Egyptian Lateral Raise,2,10,25,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-12,Push,Egyptian Lateral Raise,3,10,30,,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-08-12,Push,Incline Smith Machine Bench,1,7,145,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-12,Push,Incline Smith Machine Bench,2,7,150,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-12,Push,Incline Smith Machine Bench,3,7,155,,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-08-12,Push,Machine Chest Press,1,10,105,,Machine Chest Press,Machine Chest Press
2025-08-12,Push,Machine Chest Press,2,10,110,,Machine Chest Press,Machine Chest Press
2025-08-12,Push,Machine Chest Press,3,10,115,,Machine Chest Press,Machine Chest Press
2025-08-12,Push,Seated Chest Fly (Advanced),1,11,20,,Seated Chest Fly,Seated Chest Fly
2025-08-12,Push,Seated Chest Fly (Advanced),2,11,25,,Seated Chest Fly,Seated Chest Fly
2025-08-12,Push,Seated Chest Fly (Advanced),3,11,30,,Seated Chest Fly,Seated Chest Fly
2025-08-12,Push,Tricep Doubld Rope Pushdown,1,8,35,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-12,Push,Tricep Doubld Rope Pushdown,2,8,40,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-12,Push,Tricep Doubld Rope Pushdown,3,8,45,,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-08-12,Push,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-12,Push,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-14,Leg Day 2,Belt Squat RDL,1,8,180,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-14,Leg Day 2,Belt Squat RDL,2,8,190,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-14,Leg Day 2,Belt Squat RDL,3,8,200,,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-08-14,Leg Day 2,Cable crunch,1,15,75,,Cable Crunch,Cable Crunch
2025-08-14,Leg Day 2,Cable crunch,2,15,80,,Cable Crunch,Cable Crunch
2025-08-14,Leg Day 2,Cable crunch,3,15,90,,Cable Crunch,Cable Crunch
2025-08-14,Leg Day 2,Glute biased extension,1,8,260,,Glute Biased Extension,Glute Biased Extension
2025-08-14,Leg Day 2,Glute biased extension,2,8,275,,Glute Biased Extension,Glute Biased Extension
2025-08-14,Leg Day 2,Glute biased extension,3,8,290,,Glute Biased Extension,Glute Biased Extension
2025-08-14,Leg Day 2,Hip ADDuction,1,10,80,,Hip Adduction,Hip Adduction
2025-08-14,Leg Day 2,Hip ADDuction,2,10,85,,Hip Adduction,Hip Adduction
2025-08-14,Leg Day 2,Hip ADDuction,3,10,90,,Hip Adduction,Hip Adduction
2025-08-14,Leg Day 2,Hip Thrust,1,8,230,,Hip Thrust,Hip Thrust
2025-08-14,Leg Day 2,Hip Thrust,2,8,235,,Hip Thrust,Hip Thrust
2025-08-14,Leg Day 2,Hip Thrust,3,8,240,,Hip Thrust,Hip Thrust
2025-08-14,Leg Day 2,Leg extension,1,10,135,,Leg Extension,Leg Extension
2025-08-14,Leg Day 2,Leg extension,2,10,140,,Leg Extension,Leg Extension
2025-08-14,Leg Day 2,Machine Calf Raise (Gastroc),1,15,350,,Machine Calf Raise,Machine Calf Raise
2025-08-14,Leg Day 2,Machine Calf Raise (Gastroc),2,15,355,,Machine Calf Raise,Machine Calf Raise
2025-08-14,Leg Day 2,Machine Calf Raise (Gastroc),3,15,360,,Machine Calf Raise,Machine Calf Raise
2025-08-14,Leg Day 2,Machine Hip Abduction (single leg),1,8,100,,Machine Hip Abduction,Machine Hip Abduction
2025-08-14,Leg Day 2,Machine Hip Abduction (single leg),2,8,105,,Machine Hip Abduction,Machine Hip Abduction
2025-08-14,Leg Day 2,Machine Hip Abduction (single leg),3,8,110,,Machine Hip Abduction,Machine Hip Abduction
2025-08-14,Leg Day 2,Seated hamstring curl,1,10,110,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-14,Leg Day 2,Seated hamstring curl,2,10,115,,Seated Hamstring Curl,Seated Hamstring Curl
2025-08-15,Pull Day,Bayesian Biceps cable curl,1,11,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-15,Pull Day,Bayesian Biceps cable curl,2,10,35,,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-08-15,Pull Day,Bench supported Hi-Lo Cable Row,1,8,55,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-15,Pull Day,Bench supported Hi-Lo Cable Row,2,8,60,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-15,Pull Day,Bench supported Hi-Lo Cable Row,3,8,65,,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-08-15,Pull Day,DB Hammer curls,1,7,60,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-15,Pull Day,DB Hammer curls,2,7,65,,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-08-15,Pull Day,Overhand row (captioned),1,6,220,,Overhand Row,Overhand Row
2025-08-15,Pull Day,Overhand row (captioned),2,6,225,,Overhand Row,Overhand Row
2025-08-15,Pull Day,Overhand row (captioned),3,6,230,,Overhand Row,Overhand Row
2025-08-15,Pull Day,Rear delt cable fly,1,12,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-15,Pull Day,Rear delt cable fly,2,12,15,,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-08-15,Pull Day,Seated Cable Row (2 handles),1,10,100,,Seated Cable Row,Seated Cable Row
2025-08-15,Pull Day,Seated Cable Row (2 handles),2,10,110,,Seated Cable Row,Seated Cable Row
2025-08-15,Pull Day,Side Crunch (on Roman Chair),1,8,95,,Side Crunch,Side Crunch
2025-08-15,Pull Day,Side Crunch (on Roman Chair),2,8,100,,Side Crunch,Side Crunch
2025-08-15,Pull Day,Side Crunch (on Roman Chair),3,8,105,,Side Crunch,Side Crunch
2025-08-16,Shoulders/Arms,Cable Biceps Preacher Curl,1,7,80,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-16,Shoulders/Arms,Cable Biceps Preacher Curl,2,7,85,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-16,Shoulders/Arms,Cable Biceps Preacher Curl,3,7,90,,Cable Biceps Preacher Curl,Cable Biceps Preacher Curl
2025-08-16,Shoulders/Arms,Cable lateral raise (with wrist strap),1,6,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-16,Shoulders/Arms,Cable lateral raise (with wrist strap),2,8,25,,Cable Lateral Raise,Cable Lateral Raise
2025-08-16,Shoulders/Arms,Cable rotation,1,10,40,,Cable Rotation,Cable Rotation
2025-08-16,Shoulders/Arms,Cable rotation,2,10,45,,Cable Rotation,Cable Rotation
2025-08-16,Shoulders/Arms,Cable rotation,3,10,50,,Cable Rotation,Cable Rotation
2025-08-16,Shoulders/Arms,Incline machine chest press (captioned),1,9,140,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-16,Shoulders/Arms,Incline machine chest press (captioned),2,8,145,,Incline Machine Chest Press,Incline Machine Chest Press
2025-08-16,Shoulders/Arms,Machine Rear Delt Fly,1,11,40,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-16,Shoulders/Arms,Machine Rear Delt Fly,2,10,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-16,Shoulders/Arms,Machine Rear Delt Fly,3,10,50,,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-08-16,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,20,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-16,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,6,25,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-16,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,6,30,,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-08-16,Shoulders/Arms,Smith machine shoulder press,1,7,140,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-16,Shoulders/Arms,Smith machine shoulder press,2,7,145,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-16,Shoulders/Arms,Smith machine shoulder press,3,7,150,,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-08-16,Shoulders/Arms,Upper body warmup,1,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-16,Shoulders/Arms,Upper body warmup,2,10,10,,Upper Body Warmup,Upper Body Warmup
2025-08-18,Legs 1,Dumbbell Split Squat using squat rack setup,1,7,50,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-18,Legs 1,Dumbbell Split Squat using squat rack setup,2,7,55,,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-08-18,Legs 1,Pendulum Squat,1,7,155,,Pendulum Squat,Pendulum Squat
2025-08-18,Legs 1,Pendulum Squat,2,7,160,,Pendulum Squat,Pendulum Squat
2025-08-18,Legs 1,Pendulum Squat,3,7,165,,Pendulum Squat,Pendulum Squat
2025-08-18,Legs 1,Plate Loaded Leg Press (45 degree),1,10,330,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-18,Legs 1,Plate Loaded Leg Press (45 degree),2,10,335,,Plate Loaded Leg Press,Plate Loaded Leg Press
2025-08-18,Legs 1,Single Arm KB walk (obliques),1,10,70,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-18,Legs 1,Single Arm KB walk (obliques),2,10,80,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-18,Legs 1,Single Arm KB walk (obliques),3,10,90,,Single Arm Kb Walk,Single Arm Kb Walk
2025-08-18,Legs 1,Single Leg Extension,1,8,70,,Single Leg Extension,Single Leg Extension
2025-08-18,Legs 1,Single Leg Extension,2,8,75,,Single Leg Extension,Single Leg Extension
2025-08-18,Legs 1,Single Leg Extension,3,8,80,,Single Leg Extension,Single Leg Extension
